nohup: ignoring input

========================================
Simulando lamb = 0.0
========================================
[Parallel(n_jobs=8)]: Using backend LokyBackend with 8 concurrent workers.
[Parallel(n_jobs=8)]: Done 1108 tasks      | elapsed:   38.1s
[Parallel(n_jobs=8)]: Done 1178 tasks      | elapsed:   40.4s
[Parallel(n_jobs=8)]: Done 1248 tasks      | elapsed:   42.8s
[Parallel(n_jobs=8)]: Done 1322 tasks      | elapsed:   45.4s
[Parallel(n_jobs=8)]: Done 1396 tasks      | elapsed:   47.9s
[Parallel(n_jobs=8)]: Done 1474 tasks      | elapsed:   50.5s
[Parallel(n_jobs=8)]: Done 1552 tasks      | elapsed:   53.3s
[Parallel(n_jobs=8)]: Done 1634 tasks      | elapsed:   56.1s
[Parallel(n_jobs=8)]: Done 1716 tasks      | elapsed:   58.8s
[Parallel(n_jobs=8)]: Done 1802 tasks      | elapsed:  1.0min
[Parallel(n_jobs=8)]: Done 1888 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 1978 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 2068 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2162 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2256 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2354 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2452 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2554 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2656 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2762 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2868 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2978 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 3088 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3202 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3316 tasks      | elapsed:  1.9min
[Parallel(n_jobs=8)]: Done 3434 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3552 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3674 tasks      | elapsed:  2.1min
[Parallel(n_jobs=8)]: Done 3796 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 3922 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 4048 tasks      | elapsed:  2.3min
[Parallel(n_jobs=8)]: Done 4178 tasks      | elapsed:  2.4min
[Parallel(n_jobs=8)]: Done 4308 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4442 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4576 tasks      | elapsed:  2.6min
[Parallel(n_jobs=8)]: Done 4714 tasks      | elapsed:  2.7min
[Parallel(n_jobs=8)]: Done 4852 tasks      | elapsed:  2.8min
[Parallel(n_jobs=8)]: Done 4994 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5136 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5282 tasks      | elapsed:  3.0min
[Parallel(n_jobs=8)]: Done 5428 tasks      | elapsed:  3.1min
[Parallel(n_jobs=8)]: Done 5578 tasks      | elapsed:  3.2min
[Parallel(n_jobs=8)]: Done 5728 tasks      | elapsed:  3.3min
[Parallel(n_jobs=8)]: Done 5882 tasks      | elapsed:  3.4min
[Parallel(n_jobs=8)]: Done 6036 tasks      | elapsed:  3.4min
[Parallel(n_jobs=8)]: Done 6194 tasks      | elapsed:  3.5min
[Parallel(n_jobs=8)]: Done 6352 tasks      | elapsed:  3.6min
[Parallel(n_jobs=8)]: Done 6514 tasks      | elapsed:  3.7min
[Parallel(n_jobs=8)]: Done 6676 tasks      | elapsed:  3.8min
[Parallel(n_jobs=8)]: Done 6842 tasks      | elapsed:  3.9min
[Parallel(n_jobs=8)]: Done 7008 tasks      | elapsed:  4.0min
[Parallel(n_jobs=8)]: Done 7178 tasks      | elapsed:  4.1min
[Parallel(n_jobs=8)]: Done 7348 tasks      | elapsed:  4.2min
[Parallel(n_jobs=8)]: Done 7522 tasks      | elapsed:  4.3min
[Parallel(n_jobs=8)]: Done 7696 tasks      | elapsed:  4.4min
[Parallel(n_jobs=8)]: Done 7874 tasks      | elapsed:  4.5min
[Parallel(n_jobs=8)]: Done 8052 tasks      | elapsed:  4.6min
[Parallel(n_jobs=8)]: Done 8234 tasks      | elapsed:  4.7min
[Parallel(n_jobs=8)]: Done 8416 tasks      | elapsed:  4.8min
[Parallel(n_jobs=8)]: Done 8602 tasks      | elapsed:  4.9min
[Parallel(n_jobs=8)]: Done 8788 tasks      | elapsed:  5.0min
[Parallel(n_jobs=8)]: Done 8978 tasks      | elapsed:  5.1min
[Parallel(n_jobs=8)]: Done 9168 tasks      | elapsed:  5.2min
[Parallel(n_jobs=8)]: Done 9362 tasks      | elapsed:  5.3min
[Parallel(n_jobs=8)]: Done 9556 tasks      | elapsed:  5.5min
[Parallel(n_jobs=8)]: Done 9754 tasks      | elapsed:  5.6min
[Parallel(n_jobs=8)]: Done 9952 tasks      | elapsed:  5.7min
[Parallel(n_jobs=8)]: Done 10000 out of 10000 | elapsed:  5.7min finished
lamb=0.3 completado en 5.71 min

========================================
Simulando lamb = 0.4
========================================
[Parallel(n_jobs=8)]: Using backend LokyBackend with 8 concurrent workers.
[Parallel(n_jobs=8)]: Batch computation too fast (0.19609451293945312s.) Setting batch_size=2.
[Parallel(n_jobs=8)]: Done   2 tasks      | elapsed:    0.2s
[Parallel(n_jobs=8)]: Done   9 tasks      | elapsed:    0.4s
[Parallel(n_jobs=8)]: Done  16 tasks      | elapsed:    0.5s
[Parallel(n_jobs=8)]: Done  34 tasks      | elapsed:    1.5s
[Parallel(n_jobs=8)]: Done  52 tasks      | elapsed:    2.1s
[Parallel(n_jobs=8)]: Done  74 tasks      | elapsed:    2.7s
[Parallel(n_jobs=8)]: Done  96 tasks      | elapsed:    3.3s
[Parallel(n_jobs=8)]: Done 122 tasks      | elapsed:    4.3s
[Parallel(n_jobs=8)]: Done 148 tasks      | elapsed:    5.4s
[Parallel(n_jobs=8)]: Done 178 tasks      | elapsed:    6.3s
[Parallel(n_jobs=8)]: Done 208 tasks      | elapsed:    7.1s
[Parallel(n_jobs=8)]: Done 242 tasks      | elapsed:    8.3s
[Parallel(n_jobs=8)]: Done 276 tasks      | elapsed:    9.8s
[Parallel(n_jobs=8)]: Done 314 tasks      | elapsed:   10.9s
[Parallel(n_jobs=8)]: Done 352 tasks      | elapsed:   12.1s
[Parallel(n_jobs=8)]: Done 394 tasks      | elapsed:   13.7s
[Parallel(n_jobs=8)]: Done 436 tasks      | elapsed:   15.1s
[Parallel(n_jobs=8)]: Done 482 tasks      | elapsed:   16.7s
[Parallel(n_jobs=8)]: Done 528 tasks      | elapsed:   18.2s
[Parallel(n_jobs=8)]: Done 578 tasks      | elapsed:   19.9s
[Parallel(n_jobs=8)]: Done 628 tasks      | elapsed:   21.7s
[Parallel(n_jobs=8)]: Done 682 tasks      | elapsed:   23.6s
[Parallel(n_jobs=8)]: Done 736 tasks      | elapsed:   25.4s
[Parallel(n_jobs=8)]: Done 794 tasks      | elapsed:   27.4s
[Parallel(n_jobs=8)]: Done 852 tasks      | elapsed:   29.3s
[Parallel(n_jobs=8)]: Done 914 tasks      | elapsed:   31.5s
[Parallel(n_jobs=8)]: Done 976 tasks      | elapsed:   33.7s
[Parallel(n_jobs=8)]: Done 1042 tasks      | elapsed:   35.9s
[Parallel(n_jobs=8)]: Done 1108 tasks      | elapsed:   38.1s
[Parallel(n_jobs=8)]: Done 1178 tasks      | elapsed:   40.5s
[Parallel(n_jobs=8)]: Done 1248 tasks      | elapsed:   42.9s
[Parallel(n_jobs=8)]: Done 1322 tasks      | elapsed:   45.5s
[Parallel(n_jobs=8)]: Done 1396 tasks      | elapsed:   48.1s
[Parallel(n_jobs=8)]: Done 1474 tasks      | elapsed:   50.7s
[Parallel(n_jobs=8)]: Done 1552 tasks      | elapsed:   53.3s
[Parallel(n_jobs=8)]: Done 1634 tasks      | elapsed:   56.1s
[Parallel(n_jobs=8)]: Done 1716 tasks      | elapsed:   58.9s
[Parallel(n_jobs=8)]: Done 1802 tasks      | elapsed:  1.0min
[Parallel(n_jobs=8)]: Done 1888 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 1978 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 2068 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2162 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2256 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2354 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2452 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2554 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2656 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2762 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2868 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2978 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 3088 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3202 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3316 tasks      | elapsed:  1.9min
[Parallel(n_jobs=8)]: Done 3434 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3552 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3674 tasks      | elapsed:  2.1min
[Parallel(n_jobs=8)]: Done 3796 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 3922 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 4048 tasks      | elapsed:  2.3min
[Parallel(n_jobs=8)]: Done 4178 tasks      | elapsed:  2.4min
[Parallel(n_jobs=8)]: Done 4308 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4442 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4576 tasks      | elapsed:  2.6min
[Parallel(n_jobs=8)]: Done 4714 tasks      | elapsed:  2.7min
[Parallel(n_jobs=8)]: Done 4852 tasks      | elapsed:  2.8min
[Parallel(n_jobs=8)]: Done 4994 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5136 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5282 tasks      | elapsed:  3.0min
[Parallel(n_jobs=8)]: Done 5428 tasks      | elapsed:  3.1min
[Parallel(n_jobs=8)]: Done 5578 tasks      | elapsed:  3.2min
[Parallel(n_jobs=8)]: Done 5728 tasks      | elapsed:  3.3min
[Parallel(n_jobs=8)]: Done 5882 tasks      | elapsed:  3.4min
[Parallel(n_jobs=8)]: Done 6036 tasks      | elapsed:  3.5min
[Parallel(n_jobs=8)]: Done 6194 tasks      | elapsed:  3.5min
[Parallel(n_jobs=8)]: Done 6352 tasks      | elapsed:  3.6min
[Parallel(n_jobs=8)]: Done 6514 tasks      | elapsed:  3.7min
[Parallel(n_jobs=8)]: Done 6676 tasks      | elapsed:  3.8min
[Parallel(n_jobs=8)]: Done 6842 tasks      | elapsed:  3.9min
[Parallel(n_jobs=8)]: Done 7008 tasks      | elapsed:  4.0min
[Parallel(n_jobs=8)]: Done 7178 tasks      | elapsed:  4.1min
[Parallel(n_jobs=8)]: Done 7348 tasks      | elapsed:  4.2min
[Parallel(n_jobs=8)]: Done 7522 tasks      | elapsed:  4.3min
[Parallel(n_jobs=8)]: Done 7696 tasks      | elapsed:  4.4min
[Parallel(n_jobs=8)]: Done 7874 tasks      | elapsed:  4.5min
[Parallel(n_jobs=8)]: Done 8052 tasks      | elapsed:  4.6min
[Parallel(n_jobs=8)]: Done 8234 tasks      | elapsed:  4.7min
[Parallel(n_jobs=8)]: Done 8416 tasks      | elapsed:  4.8min
[Parallel(n_jobs=8)]: Done 8602 tasks      | elapsed:  4.9min
[Parallel(n_jobs=8)]: Done 8788 tasks      | elapsed:  5.0min
[Parallel(n_jobs=8)]: Done 8978 tasks      | elapsed:  5.1min
[Parallel(n_jobs=8)]: Done 9168 tasks      | elapsed:  5.2min
[Parallel(n_jobs=8)]: Done 9362 tasks      | elapsed:  5.4min
[Parallel(n_jobs=8)]: Done 9556 tasks      | elapsed:  5.5min
[Parallel(n_jobs=8)]: Done 9754 tasks      | elapsed:  5.6min
[Parallel(n_jobs=8)]: Done 9952 tasks      | elapsed:  5.7min
[Parallel(n_jobs=8)]: Done 10000 out of 10000 | elapsed:  5.7min finished
lamb=0.4 completado en 5.72 min

========================================
Simulando lamb = 0.5
========================================
[Parallel(n_jobs=8)]: Using backend LokyBackend with 8 concurrent workers.
[Parallel(n_jobs=8)]: Done   2 tasks      | elapsed:    0.2s
[Parallel(n_jobs=8)]: Done   9 tasks      | elapsed:    0.4s
[Parallel(n_jobs=8)]: Done  16 tasks      | elapsed:    0.5s
[Parallel(n_jobs=8)]: Done  25 tasks      | elapsed:    1.0s
[Parallel(n_jobs=8)]: Done  34 tasks      | elapsed:    1.3s
[Parallel(n_jobs=8)]: Done  45 tasks      | elapsed:    1.6s
[Parallel(n_jobs=8)]: Done  56 tasks      | elapsed:    1.9s
[Parallel(n_jobs=8)]: Done  69 tasks      | elapsed:    2.4s
[Parallel(n_jobs=8)]: Done  82 tasks      | elapsed:    2.9s
[Parallel(n_jobs=8)]: Done  97 tasks      | elapsed:    3.3s
[Parallel(n_jobs=8)]: Done 112 tasks      | elapsed:    3.8s
[Parallel(n_jobs=8)]: Done 129 tasks      | elapsed:    4.4s
[Parallel(n_jobs=8)]: Done 146 tasks      | elapsed:    5.1s
[Parallel(n_jobs=8)]: Done 165 tasks      | elapsed:    5.7s
[Parallel(n_jobs=8)]: Done 184 tasks      | elapsed:    6.3s
[Parallel(n_jobs=8)]: Done 205 tasks      | elapsed:    7.1s
[Parallel(n_jobs=8)]: Done 226 tasks      | elapsed:    7.9s
[Parallel(n_jobs=8)]: Done 249 tasks      | elapsed:    8.6s
[Parallel(n_jobs=8)]: Done 272 tasks      | elapsed:    9.4s
[Parallel(n_jobs=8)]: Done 297 tasks      | elapsed:   10.2s
[Parallel(n_jobs=8)]: Done 322 tasks      | elapsed:   11.1s
[Parallel(n_jobs=8)]: Done 349 tasks      | elapsed:   12.1s
[Parallel(n_jobs=8)]: Done 376 tasks      | elapsed:   13.0s
[Parallel(n_jobs=8)]: Done 405 tasks      | elapsed:   14.0s
[Parallel(n_jobs=8)]: Done 434 tasks      | elapsed:   15.0s
[Parallel(n_jobs=8)]: Done 465 tasks      | elapsed:   16.0s
[Parallel(n_jobs=8)]: Done 496 tasks      | elapsed:   17.1s
[Parallel(n_jobs=8)]: Done 529 tasks      | elapsed:   18.2s
[Parallel(n_jobs=8)]: Done 562 tasks      | elapsed:   19.4s
[Parallel(n_jobs=8)]: Done 597 tasks      | elapsed:   20.6s
[Parallel(n_jobs=8)]: Done 632 tasks      | elapsed:   21.8s
[Parallel(n_jobs=8)]: Done 669 tasks      | elapsed:   23.0s
[Parallel(n_jobs=8)]: Done 706 tasks      | elapsed:   24.4s
[Parallel(n_jobs=8)]: Done 745 tasks      | elapsed:   25.7s
[Parallel(n_jobs=8)]: Done 784 tasks      | elapsed:   27.1s
[Parallel(n_jobs=8)]: Done 825 tasks      | elapsed:   28.5s
[Parallel(n_jobs=8)]: Done 866 tasks      | elapsed:   29.9s
[Parallel(n_jobs=8)]: Done 909 tasks      | elapsed:   31.3s
[Parallel(n_jobs=8)]: Done 952 tasks      | elapsed:   32.8s
[Parallel(n_jobs=8)]: Done 997 tasks      | elapsed:   34.3s
[Parallel(n_jobs=8)]: Done 1042 tasks      | elapsed:   35.9s
[Parallel(n_jobs=8)]: Done 1089 tasks      | elapsed:   37.5s
[Parallel(n_jobs=8)]: Done 1136 tasks      | elapsed:   39.1s
[Parallel(n_jobs=8)]: Done 1185 tasks      | elapsed:   40.8s
[Parallel(n_jobs=8)]: Done 1234 tasks      | elapsed:   42.5s
[Parallel(n_jobs=8)]: Done 1285 tasks      | elapsed:   44.2s
[Parallel(n_jobs=8)]: Done 1336 tasks      | elapsed:   46.0s
[Parallel(n_jobs=8)]: Done 1389 tasks      | elapsed:   47.8s
[Parallel(n_jobs=8)]: Done 1442 tasks      | elapsed:   49.7s
[Parallel(n_jobs=8)]: Done 1497 tasks      | elapsed:   51.6s
[Parallel(n_jobs=8)]: Done 1552 tasks      | elapsed:   53.5s
[Parallel(n_jobs=8)]: Done 1609 tasks      | elapsed:   55.4s
[Parallel(n_jobs=8)]: Done 1666 tasks      | elapsed:   57.4s
[Parallel(n_jobs=8)]: Done 1725 tasks      | elapsed:   59.4s
[Parallel(n_jobs=8)]: Done 1784 tasks      | elapsed:  1.0min
[Parallel(n_jobs=8)]: Done 1845 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 1906 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 1969 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 2032 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2097 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2162 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2229 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2296 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2365 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2434 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2505 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2576 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2649 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2722 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2797 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2872 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 2949 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 3026 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 3105 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3184 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3265 tasks      | elapsed:  1.9min
[Parallel(n_jobs=8)]: Done 3346 tasks      | elapsed:  1.9min
[Parallel(n_jobs=8)]: Done 3429 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3512 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3597 tasks      | elapsed:  2.1min
[Parallel(n_jobs=8)]: Done 3682 tasks      | elapsed:  2.1min
[Parallel(n_jobs=8)]: Done 3769 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 3856 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 3945 tasks      | elapsed:  2.3min
[Parallel(n_jobs=8)]: Done 4034 tasks      | elapsed:  2.3min
[Parallel(n_jobs=8)]: Done 4125 tasks      | elapsed:  2.4min
[Parallel(n_jobs=8)]: Done 4216 tasks      | elapsed:  2.4min
[Parallel(n_jobs=8)]: Done 4309 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4402 tasks      | elapsed:  2.5min
[Parallel(n_jobs=8)]: Done 4497 tasks      | elapsed:  2.6min
[Parallel(n_jobs=8)]: Done 4592 tasks      | elapsed:  2.6min
[Parallel(n_jobs=8)]: Done 4689 tasks      | elapsed:  2.7min
[Parallel(n_jobs=8)]: Done 4786 tasks      | elapsed:  2.7min
[Parallel(n_jobs=8)]: Done 4885 tasks      | elapsed:  2.8min
[Parallel(n_jobs=8)]: Done 4984 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5085 tasks      | elapsed:  2.9min
[Parallel(n_jobs=8)]: Done 5186 tasks      | elapsed:  3.0min
[Parallel(n_jobs=8)]: Done 5289 tasks      | elapsed:  3.0min
[Parallel(n_jobs=8)]: Done 5392 tasks      | elapsed:  3.1min
[Parallel(n_jobs=8)]: Done 5497 tasks      | elapsed:  3.2min
[Parallel(n_jobs=8)]: Done 5602 tasks      | elapsed:  3.2min
[Parallel(n_jobs=8)]: Done 5709 tasks      | elapsed:  3.3min
[Parallel(n_jobs=8)]: Done 5816 tasks      | elapsed:  3.3min
[Parallel(n_jobs=8)]: Done 5925 tasks      | elapsed:  3.4min
[Parallel(n_jobs=8)]: Done 6034 tasks      | elapsed:  3.5min
[Parallel(n_jobs=8)]: Done 6145 tasks      | elapsed:  3.5min
[Parallel(n_jobs=8)]: Done 6256 tasks      | elapsed:  3.6min
[Parallel(n_jobs=8)]: Done 6369 tasks      | elapsed:  3.7min
[Parallel(n_jobs=8)]: Done 6482 tasks      | elapsed:  3.7min
[Parallel(n_jobs=8)]: Done 6597 tasks      | elapsed:  3.8min
[Parallel(n_jobs=8)]: Done 6712 tasks      | elapsed:  3.9min
[Parallel(n_jobs=8)]: Done 6829 tasks      | elapsed:  3.9min
[Parallel(n_jobs=8)]: Done 6946 tasks      | elapsed:  4.0min
[Parallel(n_jobs=8)]: Done 7065 tasks      | elapsed:  4.1min
[Parallel(n_jobs=8)]: Done 7184 tasks      | elapsed:  4.1min
[Parallel(n_jobs=8)]: Done 7305 tasks      | elapsed:  4.2min
[Parallel(n_jobs=8)]: Done 7426 tasks      | elapsed:  4.3min
[Parallel(n_jobs=8)]: Done 7549 tasks      | elapsed:  4.3min
[Parallel(n_jobs=8)]: Done 7672 tasks      | elapsed:  4.4min
[Parallel(n_jobs=8)]: Done 7797 tasks      | elapsed:  4.5min
[Parallel(n_jobs=8)]: Done 7922 tasks      | elapsed:  4.5min
[Parallel(n_jobs=8)]: Done 8049 tasks      | elapsed:  4.6min
[Parallel(n_jobs=8)]: Done 8176 tasks      | elapsed:  4.7min
[Parallel(n_jobs=8)]: Done 8305 tasks      | elapsed:  4.8min
[Parallel(n_jobs=8)]: Done 8434 tasks      | elapsed:  4.8min
[Parallel(n_jobs=8)]: Done 8565 tasks      | elapsed:  4.9min
[Parallel(n_jobs=8)]: Done 8696 tasks      | elapsed:  5.0min
[Parallel(n_jobs=8)]: Done 8829 tasks      | elapsed:  5.1min
[Parallel(n_jobs=8)]: Done 8962 tasks      | elapsed:  5.1min
[Parallel(n_jobs=8)]: Done 9097 tasks      | elapsed:  5.2min
[Parallel(n_jobs=8)]: Done 9232 tasks      | elapsed:  5.3min
[Parallel(n_jobs=8)]: Done 9369 tasks      | elapsed:  5.4min
[Parallel(n_jobs=8)]: Done 9506 tasks      | elapsed:  5.5min
[Parallel(n_jobs=8)]: Done 9645 tasks      | elapsed:  5.5min
[Parallel(n_jobs=8)]: Done 9784 tasks      | elapsed:  5.6min
[Parallel(n_jobs=8)]: Done 9925 tasks      | elapsed:  5.7min
[Parallel(n_jobs=8)]: Done 10000 out of 10000 | elapsed:  5.7min finished
lamb=0.5 completado en 5.75 min

========================================
Simulando lamb = 0.6
========================================
[Parallel(n_jobs=8)]: Using backend LokyBackend with 8 concurrent workers.
[Parallel(n_jobs=8)]: Batch computation too fast (0.19919967651367188s.) Setting batch_size=2.
[Parallel(n_jobs=8)]: Done   2 tasks      | elapsed:    0.2s
[Parallel(n_jobs=8)]: Done   9 tasks      | elapsed:    0.5s
[Parallel(n_jobs=8)]: Done  16 tasks      | elapsed:    0.5s
[Parallel(n_jobs=8)]: Done  34 tasks      | elapsed:    1.5s
[Parallel(n_jobs=8)]: Done  52 tasks      | elapsed:    2.1s
[Parallel(n_jobs=8)]: Done  74 tasks      | elapsed:    2.7s
[Parallel(n_jobs=8)]: Done  96 tasks      | elapsed:    3.3s
[Parallel(n_jobs=8)]: Done 122 tasks      | elapsed:    4.4s
[Parallel(n_jobs=8)]: Done 148 tasks      | elapsed:    5.4s
[Parallel(n_jobs=8)]: Done 178 tasks      | elapsed:    6.2s
[Parallel(n_jobs=8)]: Done 208 tasks      | elapsed:    7.2s
[Parallel(n_jobs=8)]: Done 242 tasks      | elapsed:    8.3s
[Parallel(n_jobs=8)]: Done 276 tasks      | elapsed:    9.8s
[Parallel(n_jobs=8)]: Done 314 tasks      | elapsed:   10.9s
[Parallel(n_jobs=8)]: Done 352 tasks      | elapsed:   12.2s
[Parallel(n_jobs=8)]: Done 394 tasks      | elapsed:   13.7s
[Parallel(n_jobs=8)]: Done 436 tasks      | elapsed:   15.0s
[Parallel(n_jobs=8)]: Done 482 tasks      | elapsed:   16.7s
[Parallel(n_jobs=8)]: Done 528 tasks      | elapsed:   18.3s
[Parallel(n_jobs=8)]: Done 578 tasks      | elapsed:   20.0s
[Parallel(n_jobs=8)]: Done 628 tasks      | elapsed:   21.7s
[Parallel(n_jobs=8)]: Done 682 tasks      | elapsed:   23.6s
[Parallel(n_jobs=8)]: Done 736 tasks      | elapsed:   25.5s
[Parallel(n_jobs=8)]: Done 794 tasks      | elapsed:   27.5s
[Parallel(n_jobs=8)]: Done 852 tasks      | elapsed:   29.4s
[Parallel(n_jobs=8)]: Done 914 tasks      | elapsed:   31.7s
[Parallel(n_jobs=8)]: Done 976 tasks      | elapsed:   33.9s
[Parallel(n_jobs=8)]: Done 1042 tasks      | elapsed:   36.1s
[Parallel(n_jobs=8)]: Done 1108 tasks      | elapsed:   38.4s
[Parallel(n_jobs=8)]: Done 1178 tasks      | elapsed:   40.7s
[Parallel(n_jobs=8)]: Done 1248 tasks      | elapsed:   43.2s
[Parallel(n_jobs=8)]: Done 1322 tasks      | elapsed:   45.7s
[Parallel(n_jobs=8)]: Done 1396 tasks      | elapsed:   48.3s
[Parallel(n_jobs=8)]: Done 1474 tasks      | elapsed:   51.0s
[Parallel(n_jobs=8)]: Done 1552 tasks      | elapsed:   53.5s
[Parallel(n_jobs=8)]: Done 1634 tasks      | elapsed:   56.3s
[Parallel(n_jobs=8)]: Done 1716 tasks      | elapsed:   59.2s
[Parallel(n_jobs=8)]: Done 1802 tasks      | elapsed:  1.0min
[Parallel(n_jobs=8)]: Done 1888 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 1978 tasks      | elapsed:  1.1min
[Parallel(n_jobs=8)]: Done 2068 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2162 tasks      | elapsed:  1.2min
[Parallel(n_jobs=8)]: Done 2256 tasks      | elapsed:  1.3min
[Parallel(n_jobs=8)]: Done 2354 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2452 tasks      | elapsed:  1.4min
[Parallel(n_jobs=8)]: Done 2554 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2656 tasks      | elapsed:  1.5min
[Parallel(n_jobs=8)]: Done 2762 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2868 tasks      | elapsed:  1.6min
[Parallel(n_jobs=8)]: Done 2978 tasks      | elapsed:  1.7min
[Parallel(n_jobs=8)]: Done 3088 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3202 tasks      | elapsed:  1.8min
[Parallel(n_jobs=8)]: Done 3316 tasks      | elapsed:  1.9min
[Parallel(n_jobs=8)]: Done 3434 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3552 tasks      | elapsed:  2.0min
[Parallel(n_jobs=8)]: Done 3674 tasks      | elapsed:  2.1min
[Parallel(n_jobs=8)]: Done 3796 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 3922 tasks      | elapsed:  2.2min
[Parallel(n_jobs=8)]: Done 4048 tasks      | elapsed:  2.3min
